Type,ID,Transaction,Template:Compound_info
Customer,1558585973342810992,10.841643273838315151.81643255723435_08/31/78-17:40_send_158527974170782660_208.91,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Adeline_Cook_Cook62.Adeline@walmart.com_24958_4155741725_359868710_3670-Cedar Ave-Brookside
Counter-Party,158527974170782660,10.841643273838315151.81643255723435_08/31/78-17:40_receive_1558585973342810992_208.91,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Ford_Mitchell_FordraMitchell27@aol.com_73817_4152544615_557159664_4990-Peachtree Pl-Hillcrest
Customer,158527974170782660,10.841643273838315151.81643255723435_08/31/78-17:40_receive_1558585973342810992_208.91,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Ford_Mitchell_FordraMitchell27@aol.com_73817_4152544615_557159664_4990-Peachtree Pl-Hillcrest
Counter-Party,1558585973342810992,10.841643273838315151.81643255723435_08/31/78-17:40_send_158527974170782660_208.91,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Adeline_Cook_Cook62.Adeline@walmart.com_24958_4155741725_359868710_3670-Cedar Ave-Brookside
Customer,752824480082738450,-4.025132338388033-151.4209533544187_08/11/95-13:35_send_2402810142788824485_541.40,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Aria_Moore_Aria.Moore@hotmail.com_86551_8183216753_774296640_4890-Cherry Dr-Clinton
Counter-Party,2402810142788824485,-4.025132338388033-151.4209533544187_08/11/95-13:35_receive_752824480082738450_541.40,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Willa_Howard_Howard.Willa@aol.com_88839_6176498621_550888574_8358-Oak Ave-Hillcrest
Customer,2402810142788824485,-4.025132338388033-151.4209533544187_08/11/95-13:35_receive_752824480082738450_541.40,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Willa_Howard_Howard.Willa@aol.com_88839_6176498621_550888574_8358-Oak Ave-Hillcrest
Counter-Party,752824480082738450,-4.025132338388033-151.4209533544187_08/11/95-13:35_send_2402810142788824485_541.40,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Aria_Moore_Aria.Moore@hotmail.com_86551_8183216753_774296640_4890-Cherry Dr-Clinton
Customer,752824480082738450,NA_01/09/24-0:7_billPay_60496_288.47,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Aria_Moore_Aria.Moore@hotmail.com_86551_8183216753_774296640_4890-Cherry Dr-Clinton
Customer,752824480082738450,NA_09/02/35-17:20_billPay_12956_621.43,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Aria_Moore_Aria.Moore@hotmail.com_86551_8183216753_774296640_4890-Cherry Dr-Clinton
Customer,224390496084367091,-67.42016125362696154.64813640673674_01/31/38-20:40_billPay_14813_107.19,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Leland_Howard_Howardx2Leland81@edu.university.com_48073_9095816566_428181057_9284-Main Ave-Riverton
Customer,224390496084367091,-83.69473464647373-178.04119390050298_03/13/43-9:14_buyGiftCard_541.33,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Leland_Howard_Howardx2Leland81@edu.university.com_48073_9095816566_428181057_9284-Main Ave-Riverton
Customer,706809324842780924,NA_09/18/93-13:60_billPay_54107_809.52,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Anna_Moore_Mooreu6Anna43@hotmail.com_29039_6173291124_536367344_1474-Park Blvd-Centerville
Customer,706809324842780924,NA_09/11/81-2:19_billPay_47074_343.91,FirstName_LastName_Email_Zipcode_PhoneNumber_DriversLicense_Address:Anna_Moore_Mooreu6Anna43@hotmail.com_29039_6173291124_536367344_1474-Park Blvd-Centerville
